"Name","glottocode","iso_code","latitude","longitude","ObjectVerbOrder"
"Orejón","orej1242","ore",-2.83333333333,-72.5,NA
"Oromo (Harar)","east2652","hae",9,42,"OV"
"Orig","tega1236","ras",12.1666666667,30.8333333333,"OV"
"Orok","orok1265","oaa",49.5,143.5,"OV"
"Orokolo","orok1267","oro",-7.83333333333,145.333333333,NA
"Ormuri","ormu1247","oru",32.5,69.75,NA
"Orokaiva","orok1269","okv",-8.83333333333,148.25,"OV"
"Oromo (Waata)","waat1238","ssn",-3.33333333333,39.8333333333,"OV"
"Orya","orya1242","ury",-2.75,139.833333333,"OV"
"Osage","osag1243","osa",37,-94,"OV"
"Otomí (Santiago Mexquititlan)","quer1236","otq",20.0833333333,-100.083333333,NA
"Ossetic","osse1243","oss",43,44,"OV"
"Otomí (Mezquital)","mezq1235","ote",20.1666666667,-99.1666666667,"VO"
"Oto","iowa1245","iow",40.5,-96,NA
"Otoro","otor1240","otr",11.1666666667,30.5,"VO"
"Otomí (Sierra)","east2556","otm",20.6666666667,-98.8333333333,NA
"Oromo (West-Central)","west2721","gaz",9,37,NA
"Owininga","owin1240","owi",-4.5,141.75,"OV"
"Oriya","nucl1284","ori",21,85,"OV"
"Pa'a","paaa1242","pqa",11,9.25,"VO"
"Pacoh","paco1243","pac",16.4166666667,107.083333333,NA
"Padoe","pado1242","pdo",-2.33333333333,121.333333333,NA
"Páez","paez1247","pbb",2.66666666667,-76,"OV"
"Pagu","pagu1249","pgu",1.25,127.75,NA
"Paiwan","paiw1248","pwn",22.5,120.833333333,"VO"
"Pakanha","paka1251","pkn",-14.5,142.416666667,NA
"Palauan","pala1344","pau",7.5,134.583333333,"VO"
"Pame","cent2145","pbs",22,-99.5,"VO"
"Panjabi","panj1256","pan",31,74,"OV"
"Papiamentu","papi1253","pap",12.25,-69,NA
"Päri","pari1256","lkr",5,32.5,"OV"
"Patep","pate1247","ptp",-6.91666666667,146.583333333,"VO"
"Paumarí","paum1247","pad",-6,-64,"No dominant order"
"Pawaian","pawa1255","pwa",-7,145.083333333,"OV"
"Pima Bajo","pima1248","pia",29,-111,"OV"
"Pocomam","poqo1253","poc",14.6666666667,-90.5,NA
"Folopa","folo1238","ppo",-7,144.5,"OV"
"Pech","pech1241","pay",15,-85.5,NA
"Pemon","pemo1248","aoc",5.33333333333,-62,NA
"Pengo","peng1244","peg",19.8333333333,83.8333333333,NA
"Pero","pero1241","pip",9.58333333333,11,"VO"
"Pilagá","pila1245","plg",-25,-60,"VO"
"Pingilapese","ping1243","pif",6.21666666667,160.7,NA
"Phlong","pwon1235","pww",15,99,NA
"Piaroa","piar1243","pid",5,-67,"OV"
"Pileni","pile1238","piv",-10.2166666667,166.216666667,NA
"Pintupi","pint1250","piu",-23,129,NA
"Pipil","pipi1250","ppl",13.8333333333,-89.5833333333,"VO"
"Piro","yine1238","pib",-11,-73.5,"OV"
"Pisa","asue1235","psa",-5.16666666667,139.166666667,"OV"
"Pitjantjatjara","pitj1243","pjt",-26,130,"OV"
"Pokomchí","poco1241","pob",15.4166666667,-90.5,NA
"Paakantyi","darl1243","drl",-32.5,142.5,"VO"
"Pokot","poko1263","pko",1.5,35.5,"VO"
"Playero","play1240","gob",7,-71,NA
"Polabian","pola1255","pox",51,12.8333333333,NA
"Palaung","nucl1291","rbb",22.6666666667,96.6666666667,"VO"
"Paulohi","paul1238","plh",-3.25,128.75,"VO"
"Palikur","pali1279","plu",3,-51,"VO"
"Pulopetak","ngaj1237","nij",1.41666666667,109.833333333,NA
"Palor","palo1243","fap",14.8333333333,-16.75,NA
"Pomo (Central)","cent2138","poo",39,-123.333333333,NA
"Pomo (Eastern)","east2545","peb",39,-122.666666667,"OV"
"Pomo (Northern)","nort2966","pej",39.3333333333,-123.5,"OV"
"Paamese","paam1238","pma",-16.5,168.25,"VO"
"Pamona","pamo1252","pmf",-1.75,120.833333333,NA
"Pangwa","pang1287","pbr",-10,34.75,"VO"
"Pangasinan","pang1290","pag",15.9166666667,120.333333333,"VO"
"Paiute (Northern)","nort2954","pao",42,-118,"OV"
"Panare","enap1235","pbh",6.5,-66,NA
"Bunu (Younuo)","youn1235","buh",24,107,"VO"
"Panará","pana1307","kre",-10,-55,"No dominant order"
"Panyjima","pany1241","pnw",-22.8333333333,118.416666667,"No dominant order"
"Po-Ai","fwai1237","fwa",-20.6666666667,164.833333333,NA
"Pocomam Oriental","poqo1257","poa",14.75,-89.75,NA
"Podoko","park1239","pbi",11,14.0833333333,"VO"
"Pogoro","pogo1243","poy",-8.75,36.5,"VO"
"Pohnpeian","pohn1238","pon",6.88333333333,158.25,"VO"
"Poko-Rawo","rawo1244","rwa",-2.83333333333,141.583333333,"No dominant order"
"Polish","poli1260","pol",52,20,"VO"
"Popoloca (Metzontla)","mezo1235","pbe",18.1666666667,-97.5,NA
"Portuguese","port1283","por",39,-8,"VO"
"Potawatomi","pota1247","pot",44.5,-85,NA
"Powhatan","powh1243","pim",37.3333333333,-76.5,NA
"Piapoco","piap1246","pio",4,-69.5,NA
"Pitta Pitta","pitt1247","pit",-22.8333333333,140,"No dominant order"
"Prasuni","pras1239","prn",35.5,71,"OV"
"Parecis","pare1272","pab",-14,-57,NA
"Parji (Dravidian)","duru1236","pci",19.5,82.5,NA
"Pare","asut1235","asa",-4,36.5,"VO"
"Pirahã","pira1253","myp",-7,-62,"OV"
"Príncipense","prin1242","pre",1.61666666667,7.36666666667,NA
"Purki","puri1258","prx",34.6666666667,76,"OV"
"Provençal","occi1239","oci",44,6,NA
"Persian","west2369","pes",32,54,"OV"
"Piratapuyo","pira1254","pir",0.333333333333,-69.5,NA
"Pashto","cent1973","pst",33,67,"OV"
"Popoloca (San Juan Atzingo)","sanj1285","poe",18.1666666667,-96.4166666667,NA
"Plains-Indians Sign Language","plai1235","psd",40,-100,NA
"Passamaquoddy-Maliseet","male1292","pqm",45,-67,"VO"
"Pomo (Southeastern)","sout2982","pom",39,-122.5,"OV"
"Popoloca (San Vicente Coyotepec)","coyo1236","pbf",18.25,-97.8333333333,NA
"Port Sandwich","port1285","psw",-16.5,167.75,"VO"
"Paita","dumb1241","duf",-22.0833333333,166.5,NA
"Paite","pait1244","pck",24,93.1666666667,NA
"Patpatar","patp1243","gfk",-3.76666666667,152.5,NA
"Pattani","patt1248","lae",32.75,76.75,"OV"
"Patwin","wint1259","wit",39,-122.333333333,"OV"
"Puinave","puin1248","pui",4,-68,NA
"Parauk","para1301","prk",23.25,99.5,NA
"Puluwat","pulu1242","puw",7.33333333333,149.333333333,"VO"
"Pumi","pumi1242","pmi",28,101,NA
"Pungupungu","wadj1254","wdj",-13.5,130.416666667,"OV"
"Puquina","puqu1242",NA,-16.5,-68.5,NA
"Purépecha","pure1242","tsz",19.5,-101.666666667,"VO"
"Paiute (Southern)","utes1238","ute",37.8333333333,-113.333333333,NA
"Pawnee","pawn1254","paw",41,-98.6666666667,NA
"Qafar","afar1241","aar",12,42,"OV"
"Quechua (Ancash)","chiq1249","qxa",-8.5,-77.5,NA
"Qawasqar","qawa1238","alc",-49,-75,"OV"
"Quechua (Ayacucho)","ayac1239","quy",-14,-74,NA
"Quechua (Bolivian)","boli1262","quh",-20,-66,NA
"Quechua (Cajamarca)","caja1238","qvc",-7,-78.5,NA
"Quiché","kich1262","quc",15,-91.4166666667,NA
"Quechua (Cochabamba)","sout2991","quh",-17.5,-66,NA
"Quechua (Cuzco)","cusc1236","quz",-14.5,-71,NA
"Quechua (Ecuadorean)","chim1302","qug",-1,-79,NA
"Quechua (Huallaga)","huam1248","qvh",-9.5,-75.5,"OV"
"Qiang","qian1264","cng",32,102.666666667,NA
"Quechua (Imbabura)","imba1240","qvi",0.333333333333,-78,"OV"
"Quechua (Tarma)","nort2980","qvn",-11.4166666667,-75.75,NA
"Quechan","quec1382","yum",32.8333333333,-114.333333333,NA
"Quileute","quil1240","qui",47.9166666667,-124.25,"VO"
"Sipakapense","sipa1247","qum",15.25,-91.75,"VO"
"Rade","rade1240","rad",13,108.5,NA
"Raga","hano1246","lml",-15.5,168.166666667,"VO"
"Ralte","ralt1242","ral",23.75,92.75,"OV"
"Rama","rama1270","rma",11.75,-83.75,"OV"
"Rao","raoo1244","rao",-4.75,144.5,"OV"
"Rapanui","rapa1244","rap",-27.1166666667,-109.366666667,"VO"
"Rashad","tega1236","ras",11.8333333333,31.05,"OV"
"Romani (Ajia Varvara)","balk1252","rmn",38,23.5833333333,NA
"Rawang","rawa1265","raw",27.5,97.5,"OV"
"Romani (Burgenland)","sint1235","rmo",47.5,16.5,NA
"Romani (Bugurdzi)","balk1252","rmn",42.6666666667,21.1666666667,NA
"Russian-Chinese Pidgin (Birobidjan)",NA,NA,48.8,132.95,NA
"Rejang","reja1240","rej",-3.41666666667,102.5,NA
"Remo","bond1245","bfw",18,82,"OV"
"Rendille","rend1243","rel",2,37.5,NA
"Resígaro","resi1247","rgr",-2.41666666667,-71.5,"OV"
"Retuarã","tani1257","tnc",-0.5,-70.6666666667,"OV"
"Ronga","rong1268","rng",-26,32.5,"VO"
"rGyalrong (Caodeng)","jiar1239","jya",31.6666666667,101.75,"OV"
"Roglai (Northern)","nort2994","rog",12.1666666667,108.833333333,NA
"Riantana","rian1263","ran",-7.5,138.5,"OV"
"Rikbaktsa","rikb1245","rkb",-11.8333333333,-57.5,"OV"
"Rimi","nyat1246","rim",-5,34.6666666667,"VO"
"Ritharngu","rita1239","rit",-12.8333333333,135.5,"No dominant order"
"Raji","raji1240","rji",28,82.75,NA
"Romani (Kalderash)","vlax1238","rmy",45,21,NA
"Romani (Lovari)","vlax1238","rmy",47,21.5,NA
"Rembarnga","remb1249","rmb",-12.8333333333,134.583333333,"OV"
"Romansch","roma1326","roh",46.6666666667,9.16666666667,NA
"Rundi","rund1242","run",-3.5,30,NA
"Rengao","reng1252","ren",14.5833333333,107.833333333,NA
"Rennellese","renn1242","mnv",-11.6166666667,160.25,NA
"Romani (North Russian)","balt1257","rml",60,38,NA
"Runyankore","nyan1307","nyn",-0.5,30.5,"VO"
"Romanian","roma1327","ron",46,25,"VO"
"Ron","ronn1241","cla",9,8.75,"VO"
"Roro","waim1251","rro",-8.75,146.583333333,NA
"Rotuman","rotu1241","rtm",-12.5,177.066666667,"VO"
"Roviana","rovi1238","rug",-8.25,157.333333333,"VO"
"Rang Pas","tibe1272","bod",30.3333333333,79.3333333333,"OV"
"Runyoro-Rutooro","nyor1246","nyo",1.5,31.3333333333,"VO"
"Romansch (Scharans)","roma1326","roh",46.75,9.5,NA
"Romani (Sepecides)",NA,NA,38.25,27,NA
"Rushan","shug1248","sgh",38.1666666667,71.5,NA
"Russian Sign Language","russ1255","rsl",56,44,NA
"Romansch (Surmeiran)","roma1326","roh",46.5833333333,9.75,NA
"Romansch (Sursilvan)","roma1326","roh",46.6666666667,8.83333333333,"VO"
"Roti","term1237","twu",-10.6666666667,123.25,NA
"Rotokas","roto1249","roo",-6,155.166666667,NA
"Rukai (Tanan)","ruka1240","dru",22.8333333333,120.833333333,"VO"
"Rumu","rumu1243","klq",-7.16666666667,144.25,"OV"
"Runga","rung1258","rou",10.3333333333,21,"OV"
"Russian","russ1263","rus",56,38,"VO"
"Rutul","rutu1240","rut",41.5,47.4166666667,"OV"
"Rawa","rawa1267","rwo",-5.83333333333,146,"OV"
"Romani (Welsh)","wels1246","rmw",52,-4,"VO"
"Shuri","cent2126","ryu",26.5,127.5,"OV"
"Sa'a","saaa1240","apb",-9.61666666667,161.45,NA
"Sa'ban","saba1265","snv",3.66666666667,115.666666667,NA
"Saek","saek1240","skb",17.4166666667,104.75,NA
"Sahu","sahu1245","saj",1.16666666667,127.5,"VO"
"Sakao","saka1289","sku",-15.1666666667,167.083333333,"VO"
"Salinan","sali1253","sln",36,-121,"VO"
"Samoan","samo1305","smo",-13.9166666667,-171.833333333,"VO"
"Sango","sang1328","sag",5,18,"VO"
"Saho","saho1246","ssy",14.75,39.75,NA
"Sapuan","sapu1248","spu",15.1666666667,106.833333333,"VO"
"Sare","kapr1245","dju",-4.5,143.166666667,"OV"
"Savi","savi1242","sdg",35,71.5,"OV"
"Sawu","sabu1255","hvn",-11.5,121.916666667,NA
"Sayultec","sayu1241","pos",17.8333333333,-95,NA
"Sáliba (in Colombia)","sali1298","slc",6,-70,NA
"Sama (Balangingi)","bala1311","sse",6.16666666667,121.833333333,NA
"Saanich","stra1244","str",48.5833333333,-123.416666667,NA
"Serbian-Croatian","sout1528","bos",44,19,"VO"
"Saami (Central-South)","sout2674","sma",64.6666666667,16.75,NA
"Sindhi","sind1272","snd",26,69,NA
"Sandawe","sand1273","sad",-5,35,"OV"
"Southeast Ambrym","sout2859","tvk",-16.3,168.216666667,"VO"
"Sebei","kups1238","kpz",1.33333333333,34.5833333333,"VO"
"Secoya","seco1241","sey",-0.333333333333,-76,NA
"Sedang","seda1262","sed",14.8333333333,108,"VO"
"Seediq","taro1264","trv",24.1666666667,121.416666667,"VO"
"Selknam","onaa1245","ona",-53,-70,"OV"
"Sema","sumi1235","nsm",26,94.5,"OV"
"Sena","nucl1396","seh",-18,35.25,NA
"Seri","seri1257","sei",29,-112,"OV"
"Sesotho","sout2807","sot",-28,27,"VO"
"Seychelles Creole","sese1246","crs",-4.75,55.5,NA
"Sougb","mani1235","mnx",-1.5,134,"VO"
"Songe","song1303","sop",-6.83333333333,22,NA
"Sengele","seng1278","szg",-1.83333333333,17.3333333333,"VO"
"Sangir","sang1336","sxn",3.5,125.5,NA
"Songish","stra1244","str",48.45,-123.333333333,NA
"Sangu","sang1333","snq",-1.5,11.8333333333,"VO"
"Shan","shan1277","shn",22,98,"VO"
"Shabo","shab1252","sbf",7.58333333333,35.4166666667,"OV"
"Sherdukpen","sher1257","sdp",27,92.5,NA
"Sherpa","sher1255","xsr",27.75,86.8333333333,"OV"
"Shigatse","tibe1272","bod",29,89,"OV"
"Sharanahua","shar1245","mcd",-11,-70,"OV"
"Shiriana","nina1238","shb",3.5,-62.8333333333,"OV"
"Shipibo-Konibo","ship1254","shp",-7.5,-75,"OV"
"Shilluk","shil1265","shk",9.66666666667,31.75,"VO"
"Shambala","sham1280","ksb",-4.25,38.25,"VO"
"Shona","shon1251","sna",-18,31,"VO"
"Shoshone","shos1248","shh",41,-114,"OV"
"Sahaptin (Northern)","nort1527","waa",46.5,-120,"VO"
"Shor","shor1247","cjs",53,88,NA
"Shasta","shas1239","sht",41.8333333333,-122.666666667,"VO"
"Shatt","shat1244","shj",10.8333333333,30,"VO"
"Shuswap","shus1248","shs",52,-120,"VO"
"Shawnee","shaw1249","sjw",40,-83,NA
"Shira Yughur","east2337","yuy",38,99,NA
"Siane","sian1257","snp",-6.08333333333,145.2,"OV"
"Sidaama","sida1246","sid",6.66666666667,38.5,"OV"
"Sika","sika1262","ski",-8.7,122.25,NA
"Sila","dars1235","dau",12.3333333333,21.75,"OV"
"Simeulue","sime1241","smr",2.5,96.25,"VO"
"Siona","sion1247","snn",0.333333333333,-76.25,"OV"
"Sio","sioo1240","xsi",-5.95,147.333333333,"VO"
"Siar","siar1238","sjr",-4.66666666667,152.916666667,"VO"
"Sisiqa","baba1268","baa",-7,156.833333333,"VO"
"Siuslaw","sius1254","sis",44,-124,"VO"
"Saami (Kildin)","kild1236","sjd",67,37,NA
"Sikkimese","sikk1242","sip",27.8333333333,88.5,"OV"
"Sikule","siku1242","skh",2.66666666667,96,NA
"Sukuma","suku1261","suk",-2.83333333333,32,"VO"
"Sikuani","guah1255","guh",6.25,-71.5,"OV"
"Skou","nucl1634","skv",-2.66666666667,140.916666667,"OV"
"Selkup","selk1253","sel",65,82,"OV"
"Sikaritai","sika1263","tty",-2.91666666667,138.25,"OV"
"Suku","suku1259","sub",-6,17.6666666667,"VO"
"Shekhawati","shek1243","swv",28,75.5,"OV"
"Slave","slav1253","scs",67,-125,"OV"
"Saliba (in Papua New Guinea)","sali1295","sbe",-10.5833333333,150.716666667,"OV"
"Samba Leko","samb1305","ndi",8.5,12.5,"VO"
"Sulung","sulu1241","suv",28.3333333333,93.25,"OV"
"Slovene","slov1268","slv",46,15,"VO"
"Selepet","sele1250","spl",-6.16666666667,147.166666667,NA
"Salar","sala1264","slr",35,103,NA
"Slavey","sout2959","xsl",60,-120,NA
"Selayar","sela1260","sly",-6,120.5,NA
"Semandang","sema1269","sdm",-0.75,110.5,NA
"Seme","siam1242","sif",11,-4.91666666667,"OV"
"Semai","sema1266","sea",4.33333333333,101.666666667,NA
"Semelai","seme1247","sza",3,103,"VO"
"Seminole","cree1270","mus",33,-84,"OV"
"Shompen","shom1245",NA,7,93.75,"VO"
"Sahaptin (Umatilla)","umat1237","uma",45.6666666667,-118.5,NA
"Shina","shin1264","scl",36,74,"OV"
"Seneca","sene1264","see",42.5,-77.5,"No dominant order"
"Senadi","ceba1235","sef",9.5,-6.25,NA
"Sinaugoro","sina1266","snc",-9.83333333333,147.833333333,"OV"
"Sinhala","sinh1246","sin",7,80.5,"OV"
"Sanuma","sanu1240","xsu",4.5,-64.6666666667,"OV"
"Soninke","soni1259","snk",15,-10.5,"OV"
"Saami (Northern)","nort2671","sme",69,24,"VO"
"Sentani","nucl1632","set",-2.58333333333,140.583333333,"OV"
"So","sooo1256","teu",2.58333333333,34.75,"VO"
"Sobei","sobe1238","sob",-1.91666666667,138.75,"VO"
"Soddo","kist1241","gru",8.5,38.5,"OV"
"Solon","even1259","evn",48,120,NA
"Somali","soma1255","som",3,45,"OV"
"Sonsorol-Tobi","sons1242","sov",5.33333333333,132.25,"VO"
"Sooke","stra1244","str",48.3333333333,-123.75,NA
"Soqotri","soqo1240","sqt",12.5,54,NA
"Sora","sora1254","srb",20,84.3333333333,NA
"Sorbian (Upper)","uppe1395","hsb",51.8333333333,14.5,NA
"Spanish","stan1288","spa",40,-4,"VO"
"Spanish (Canary Islands)","stan1288","spa",28,-15.5833333333,NA
"Spitian","tibe1272","bod",32.25,78,"OV"
"Spokane","spok1245","spo",47.6666666667,-117.75,NA
"Salish (Southern Puget Sound)","sout2965","slh",47.25,-122.5,NA
"Squamish","squa1248","squ",49.6666666667,-123.166666667,"VO"
"Sranan","sran1240","srn",5.83333333333,-55.3333333333,NA
"Sorbian","sorb1249","dsb",51.5,14,"OV"
"Sarcee","sars1236","srs",52.5,-116,"OV"
"Sardinian","camp1261","sro",40,9,"VO"
"Sre","koho1244","kpm",11.5,108,"VO"
"Siriano","siri1274","sri",0.75,-70.1666666667,NA
"Sorbian (Lower)","lowe1385","dsb",51.75,14.3333333333,NA
"Saramaccan","sara1340","srm",4.5,-55.5,NA
"Sirionó","siri1273","srq",-15.5833333333,-64,"OV"
"Siroi","siro1249","ssd",-5.5,146,"OV"
"Serrano","serr1255","ser",34.5,-117,NA
"Selaru","sela1259","slu",-8.2,131,NA
"Siraya","sira1267","fos",23,120.25,NA
"Sisaala","west2465","sld",10.8333333333,-2.66666666667,"VO"
"Shinassha","boro1277","bwo",10.4166666667,36.1666666667,NA
"South Korean Sign Language","kore1273","kvk",37,128,NA
"Salish (Samish Straits)","stra1244","str",48.5833333333,-122.583333333,NA
"Salish (Straits)","stra1244","str",48.75,-123.25,NA
"Santa","dong1285","sce",31.5,107.5,"OV"
"Stieng","stie1250","stt",11.8333333333,106.75,"VO"
"Santali","sant1410","sat",24.5,87,"OV"
"Sotho (Northern)","pedi1238","nso",-24,29,"VO"
"Stoney","ston1242","sto",53.75,-116.5,NA
"Subiya","subi1246","sbs",-17.75,24.9166666667,NA
"Sudest","sude1239","tgo",-11.5,153.45,"VO"
"Suena","suen1241","sue",-7.75,147.55,"OV"
"Sungor","assa1269","sjg",13.75,21.5,NA
"Sui","suii1243","swi",26,107.5,NA
"Suki","suki1245","sui",-8,141.75,"OV"
"Sulka","sulk1246","sua",-5.08333333333,151.916666667,"VO"
"Sumu","sumo1243","sum",13,-84.5,NA
"Sundanese","sund1252","sun",-7,107,"VO"
"Supyire","supy1237","spp",11.5,-5.58333333333,"OV"
"Sursurunga","surs1246","sgz",-4,152.766666667,NA
"Susu","susu1250","sus",10,-13,"OV"
"Svan","svan1243","sva",43,42.5,NA
"Slovincian","kash1274","csb",54,16,NA
"Slovak","slov1269","slk",49,20,NA
"Savosavo","savo1255","svs",-9.13333333333,159.8,"OV"
"Svenska Teckenspråket","swed1236","swl",59,15,NA
"Swahili","swah1253","swh",-6.5,39,"VO"
"Swedish","swed1254","swe",60,15,"VO"
"Sawai","sawa1247","szw",0.5,128,NA
"Shoshone (Wind River)","shos1248","shh",43.4166666667,-108.833333333,NA
"Swati","swat1243","ssw",-26.5,31,"VO"
"Swedish (Västerbotten)","swed1254","swe",64.25,19.75,NA
"Saryg Yughur","west2402","ybe",38.75,99.75,NA
"Salt-Yui","salt1242","sll",-6.28333333333,145.033333333,"OV"
"Taba","east2440","mky",0,127.5,"VO"
"Tacana","taca1256","tna",-13.5,-68,"OV"
"Taiof","sapo1253","sps",-5.53333333333,154.633333333,"VO"
"Tagalog","taga1270","tgl",15,121,"VO"
"Tahitian","tahi1242","tah",-17.6666666667,-149.583333333,"VO"
"Tuareg (Air)","taha1241","thv",19,9,"VO"
"Tajik","taji1245","tgk",38.6666666667,70,"OV"
"Takia","taki1248","tbc",-4.66666666667,146,"OV"
"Talinga","tali1258","tlj",0.416666666667,29.6666666667,"VO"
"Tamang (Eastern)","east2347","tge",27.5,85.6666666667,"OV"
"Tangale","nucl1696","tan",9.75,11.3333333333,"VO"
"Tarao","tara1313","tro",24.25,94.1666666667,"OV"
"Taiap","taia1239","gpn",-4.08333333333,144.5,NA
"Taiwanese","minn1241","nan",25,121.5,NA
"Tariana","tari1256","tae",1,-69.1666666667,"OV"
"Tashlhiyt","tach1250","shi",31,-5,"VO"
"Tatana'","tata1257","txx",5.5,115.5,"VO"
"Tauya","tauy1241","tya",-5.75,145.333333333,"OV"
"Tawala","tawa1275","tbo",-10.3333333333,150.666666667,"OV"
"Tayo","tayo1238","cks",-22,166.333333333,NA
"Talysh (Azerbaijan)","taly1247","tly",38.75,48.6666666667,NA
"Tabare","sina1271","sst",-6.08333333333,145,"OV"
"Tübatulabal","tuba1278","tub",36,-118.333333333,NA
"Tigré (Beni Amer)","tigr1270","tig",15.5,38,NA
"Tabla","tabl1243","tnm",-2.45,140.416666667,"OV"
"Tboli","tbol1240","tbl",6.16666666667,124.5,"VO"
"Tabaru","taba1263","tby",1.5,127.25,NA
"Tabassaran","taba1259","tab",41.8333333333,47.9166666667,NA
"Tobati","toba1266","tti",-2.58333333333,140.666666667,"OV"
"Tubu","tebu1238","tuq",16,15,"OV"
"Tabwa","taab1238","tap",-8,29.5,"VO"
"Tangbe","seke1240","skj",28.9166666667,83.75,NA
"Tarahumara (Central)","cent2131","tar",27.5,-107.5,"OV"
"Toda","toda1252","tcx",11.4166666667,76.75,NA
"Tibetan (Dingri)","tibe1272","bod",28.5,86.5,"OV"
"Tibetan (Drokpa)","tibe1272","bod",32.25,81.25,"OV"
"Teco","tekt1235","ttc",15.4166666667,-92.0833333333,NA
"Tepehua (Huehuetla)","hueh1236","tee",20.5,-98,"VO"
"Tehuelche","tehu1242","teh",-48,-68,NA
"Telugu","telu1262","tel",16,79,"OV"
"Tem","temm1241","kdh",8.66666666667,0.5,NA
"Tennet","tenn1246","tex",4.41666666667,32.5,"VO"
"Teop","teop1238","tio",-5.66666666667,155,"VO"
"Tepehua (Tlachichilco)","tlac1235","tpt",20.5833333333,-98.25,"VO"
"Tera","tera1251","ttr",11,11.8333333333,"VO"
"Teso","teso1249","teo",1.83333333333,33.8333333333,"VO"
"Tetela","tete1250","tll",-4,24,"VO"
"Tewa (Arizona)","tewa1260","tew",35.8333333333,-110.416666667,NA
"Turkic (East-Central Xorasan)","khor1269","kmz",37,59,NA
"Tangga","tang1348","tgg",-3.46666666667,153.2,NA
"Tagbanwa (Aborlan)","tagb1258","tbw",9.5,118.5,NA
"Tuareg (Ghat)","taha1241","thv",25,10.1666666667,"VO"
"Tigak","tiga1245","tgc",-2.71666666667,150.8,"VO"
"Tshangla","tsha1245","tsj",27.8333333333,92.1666666667,"OV"
"Tugun","tugu1245","tzn",-7.71666666667,126.75,"VO"
"Tsogo","tsog1243","tsv",-1.5,11.3333333333,NA
"Tanglapui","sawi1256","swt",-8.28333333333,125.083333333,NA
"Tigré","tigr1270","tig",16.5,38.5,"OV"
"Tarangan (West)","west2538","txn",-6.5,134.166666667,NA
"Thai","thai1261","tha",16,101,"VO"
"Thadou","thad1238","tcz",24.4166666667,93.9166666667,NA
"Thakali","thak1245","ths",29,83.75,"OV"
"Thangmi","than1259","thf",27.75,86,"OV"
"Thompson","thom1243","thp",49.75,-121.75,"VO"
"Thaypan","thay1248","typ",-14.8333333333,143.166666667,NA
"Thai Sign Language","thai1240","tsq",15,101,NA
"Tehit","tehi1237","kps",-1.5,132,NA
"Thulung","thul1246","tdh",27.4166666667,86.5,"OV"
"Thao","thao1240","ssf",23.8833333333,120.916666667,NA
"Kuuk Thaayorre","thay1249","thd",-14.5833333333,141.833333333,"OV"
"Tima","tima1241","tms",11.6666666667,29.25,"VO"
"Tibetan (Standard Spoken)","tibe1272","bod",30,91,"OV"
"Ticuna","ticu1245","tca",-4,-70.5,"No dominant order"
"Tidore","tido1248","tvo",0.75,127.5,"VO"
"Tifal","tifa1245","tif",-5,141.333333333,NA
"Tigrinya","tigr1271","tir",14.5,38.5,"OV"
"Tikar","tika1246","tik",5.83333333333,11.6666666667,"No dominant order"
"Tillamook","till1254","til",45.3333333333,-123.75,NA
"Timugon","timu1262","tih",5,116,"VO"
"Tinrin","tiri1258","cir",-21.6666666667,165.75,"VO"
"Tiriyo","trio1238","tri",3.25,-55.75,"OV"
"Tibetan (Shigatse)","tibe1272","bod",29,89,NA
"Tiv","tivv1240","tiv",7.5,9,"VO"
"Tiwi","tiwi1244","tiw",-11.5,131,"VO"
"Tiipay (Jamul)","kumi1248","dih",32.1666666667,-116.5,"OV"
"Tokelauan","toke1240","tkl",-9,-172,"VO"
"Tuki","tuki1240","bag",4.58333333333,11.5,"VO"
"Takelma","take1257","tkm",42.5,-123,"OV"
"Turkmen","turk1304","tuk",40,58,"OV"
"Teke (Southern)","teke1280","kkw",-2.33333333333,14.5,NA
"Tolai","kuan1248","ksd",-4.25,152.083333333,"VO"
"Tatar-Noghay (Alabugat)","noga1249","nog",47.4166666667,45.6666666667,NA
"Talaud","tala1285","tld",4.25,126.75,NA
"Telefol","tele1256","tlf",-5,141.75,"OV"
"Tlingit","tlin1245","tli",59,-135,"OV"
"Taulil","taul1251","tuh",-4.41666666667,152.083333333,NA
"Tobelo","tobe1252","tlb",1.5,128.5,"OV"
"Tlapanec","acat1239","tcf",17.0833333333,-99,"VO"
"Talysh (Southern)","taly1247","tly",37,49,"OV"
"Tama","tama1331","tma",14.5,22,"OV"
"Timucua","timu1245","tjm",30.25,-82.5,"OV"
"Tamagario","tama1336","tcg",-6.41666666667,139.25,"OV"
"Tatar (Mishar)","tata1255","tat",55.5,49,NA
"Tumak","tuma1260","tmc",9.5,17.3333333333,NA
"Tamil","tami1289","tam",11,78.5,"OV"
"Tamabo","malo1243","mla",-15.6666666667,167.166666667,"VO"
"Temein","nucl1339","teq",11.9166666667,29.4166666667,"VO"
"Tibetan (Modern Literary)","tibe1272","bod",29.8333333333,91.5,"OV"
"Tampulma","tamp1252","tpm",10.4166666667,-0.583333333333,NA
"Temiar","temi1246","tea",5,101.5,"VO"
"Tommo So",NA,NA,15,-3,NA
"Tat (Muslim)","musl1236","ttt",41.25,48.75,NA
"Turkana","turk1308","tuv",3,35.5,"VO"
"Tunebo","ango1257","tnd",6.75,-72.25,"OV"
"Tanacross","tana1290","tcb",63.5,-143.5,"OV"
"Tindi","tind1238","tin",42.3666666667,46.25,NA
